passengerCount,timeStamp
11,2016-09-22-15-2
13,2016-09-22-15-2
11,2016-09-22-15-2
10,2016-09-22-15-2
11,2016-09-22-15-2
12,2016-09-22-15-3
11,2016-09-22-15-3
12,2016-09-22-15-3
13,2016-09-22-15-3
11,2016-09-22-15-3
13,2016-09-22-15-3
9,2016-09-22-15-3
10,2016-09-22-15-3
11,2016-09-22-15-3
14,2016-09-22-15-3
12,2016-09-22-15-4
16,2016-09-22-15-4
14,2016-09-22-15-4
18,2016-09-22-15-4
18,2016-09-22-15-4
17,2016-09-22-15-4
15,2016-09-22-15-4
15,2016-09-22-15-4
14,2016-09-22-15-4
10,2016-09-22-15-4
11,2016-09-22-15-5
13,2016-09-22-15-5
12,2016-09-22-15-5
12,2016-09-22-15-5
13,2016-09-22-15-5
13,2016-09-22-15-5
13,2016-09-22-15-5
13,2016-09-22-15-5
10,2016-09-22-15-5
12,2016-09-22-15-5
10,2016-09-22-16-0
12,2016-09-22-16-0
9,2016-09-22-16-0
13,2016-09-22-16-0
7,2016-09-22-16-0
9,2016-09-22-16-0
9,2016-09-22-16-0
9,2016-09-22-16-0
13,2016-09-22-16-0
11,2016-09-22-16-0
9,2016-09-22-16-1
13,2016-09-22-16-1
14,2016-09-22-16-1
14,2016-09-22-16-1
13,2016-09-22-16-1
17,2016-09-22-16-1
14,2016-09-22-16-1
12,2016-09-22-16-1
13,2016-09-22-16-1
12,2016-09-22-16-1
12,2016-09-22-16-2
8,2016-09-22-16-2
9,2016-09-22-16-2
9,2016-09-22-16-2
11,2016-09-22-16-2
10,2016-09-22-16-2
13,2016-09-22-16-2
10,2016-09-22-16-2
13,2016-09-22-16-2
13,2016-09-22-16-2
13,2016-09-22-16-3
11,2016-09-22-16-3
10,2016-09-22-16-3
10,2016-09-22-16-3
11,2016-09-22-16-3
12,2016-09-22-16-3
14,2016-09-22-16-3
14,2016-09-22-16-3
12,2016-09-22-16-3
12,2016-09-22-16-3
14,2016-09-22-16-4
12,2016-09-22-16-4
12,2016-09-22-16-4
12,2016-09-22-16-4
12,2016-09-22-16-4
14,2016-09-22-16-4
12,2016-09-22-16-4
13,2016-09-22-16-4
14,2016-09-22-16-4
12,2016-09-22-16-4
14,2016-09-22-16-5
17,2016-09-22-16-5
16,2016-09-22-16-5
18,2016-09-22-16-5
20,2016-09-22-16-5
19,2016-09-22-16-5
20,2016-09-22-16-5
16,2016-09-22-16-5
17,2016-09-22-16-5
16,2016-09-22-16-5
16,2016-09-22-17-0
16,2016-09-22-17-0
16,2016-09-22-17-0
17,2016-09-22-17-0
16,2016-09-22-17-0
16,2016-09-22-17-0
14,2016-09-22-17-0
13,2016-09-22-17-0
13,2016-09-22-17-0
14,2016-09-22-17-0
16,2016-09-22-17-1
13,2016-09-22-17-1
11,2016-09-22-17-1
10,2016-09-22-17-1
10,2016-09-22-17-1
10,2016-09-22-17-1
9,2016-09-22-17-1
8,2016-09-22-17-1
8,2016-09-22-17-1
6,2016-09-22-17-1
6,2016-09-22-17-2
7,2016-09-22-17-2
6,2016-09-22-17-2
7,2016-09-22-17-2
6,2016-09-22-17-2
8,2016-09-22-17-2
7,2016-09-22-17-2
8,2016-09-22-17-2
7,2016-09-22-17-2
10,2016-09-22-17-2
9,2016-09-22-17-3
8,2016-09-22-17-3
8,2016-09-22-17-3
8,2016-09-22-17-3
8,2016-09-22-17-3
9,2016-09-22-17-3
6,2016-09-22-17-3
8,2016-09-22-17-3
9,2016-09-22-17-3
11,2016-09-22-17-3
10,2016-09-22-17-4
7,2016-09-22-17-4
7,2016-09-22-17-4
6,2016-09-22-17-4
5,2016-09-22-17-4
7,2016-09-22-17-4
6,2016-09-22-17-4
7,2016-09-22-17-4
7,2016-09-22-17-4
9,2016-09-22-17-4
9,2016-09-22-17-5
8,2016-09-22-17-5
7,2016-09-22-17-5
8,2016-09-22-17-5
7,2016-09-22-17-5
8,2016-09-22-17-5
10,2016-09-22-17-5
9,2016-09-22-17-5
10,2016-09-22-17-5
9,2016-09-22-17-5
8,2016-09-22-18-0
12,2016-09-22-18-0
8,2016-09-22-18-0
9,2016-09-22-18-0
11,2016-09-22-18-0
12,2016-09-22-18-0
10,2016-09-22-18-0
10,2016-09-22-18-0
10,2016-09-22-18-0
8,2016-09-22-18-0
10,2016-09-22-18-1
11,2016-09-22-18-1
14,2016-09-22-18-1
14,2016-09-22-18-1
13,2016-09-22-18-1
13,2016-09-22-18-1
12,2016-09-22-18-1
12,2016-09-22-18-1
10,2016-09-22-18-1
7,2016-09-22-18-1
8,2016-09-22-18-2
8,2016-09-22-18-2
8,2016-09-22-18-2
8,2016-09-22-18-2
8,2016-09-22-18-2
9,2016-09-22-18-2
9,2016-09-22-18-2
8,2016-09-22-18-2
8,2016-09-22-18-2
10,2016-09-22-18-2
8,2016-09-22-18-3
8,2016-09-22-18-3
7,2016-09-22-18-3
7,2016-09-22-18-3
6,2016-09-22-18-3
6,2016-09-22-18-3
6,2016-09-22-18-3
7,2016-09-22-18-3
8,2016-09-22-18-3
7,2016-09-22-18-3
6,2016-09-22-18-4
7,2016-09-22-18-4
8,2016-09-22-18-4
10,2016-09-22-18-4
8,2016-09-22-18-4
9,2016-09-22-18-4
9,2016-09-22-18-4
8,2016-09-22-18-4
10,2016-09-22-18-4
7,2016-09-22-18-4
7,2016-09-22-18-5
7,2016-09-22-18-5
7,2016-09-22-18-5
9,2016-09-22-18-5
9,2016-09-22-18-5
9,2016-09-22-18-5
11,2016-09-22-18-5
10,2016-09-22-18-5
12,2016-09-22-18-5
11,2016-09-22-18-5
12,2016-09-22-19-0
10,2016-09-22-19-0
8,2016-09-22-19-0
9,2016-09-22-19-0
8,2016-09-22-19-0
8,2016-09-22-19-0
9,2016-09-22-19-0
9,2016-09-22-19-0
7,2016-09-22-19-0
9,2016-09-22-19-0
9,2016-09-22-19-1
10,2016-09-22-19-1
12,2016-09-22-19-1
10,2016-09-22-19-1
9,2016-09-22-19-1
9,2016-09-22-19-1
14,2016-09-22-19-1
11,2016-09-22-19-1
7,2016-09-22-19-1
6,2016-09-22-19-1
7,2016-09-22-19-2
6,2016-09-22-19-2
5,2016-09-22-19-2
5,2016-09-22-19-2
5,2016-09-22-19-2
6,2016-09-22-19-2
4,2016-09-22-19-2
4,2016-09-22-19-2
4,2016-09-22-19-2
5,2016-09-22-19-2
6,2016-09-22-19-3
5,2016-09-22-19-3
4,2016-09-22-19-3
4,2016-09-22-19-3
6,2016-09-22-19-3
9,2016-09-22-19-3
7,2016-09-22-19-3
9,2016-09-22-19-3
7,2016-09-22-19-3
5,2016-09-22-19-3
7,2016-09-22-19-4
8,2016-09-22-19-4
9,2016-09-22-19-4
8,2016-09-22-19-4
9,2016-09-22-19-4
10,2016-09-22-19-4
9,2016-09-22-19-4
8,2016-09-22-19-4
7,2016-09-22-19-4
8,2016-09-22-19-4
7,2016-09-22-19-5
6,2016-09-22-19-5
7,2016-09-22-19-5
4,2016-09-22-19-5
7,2016-09-22-19-5
7,2016-09-22-19-5
9,2016-09-22-19-5
9,2016-09-22-19-5
10,2016-09-22-19-5
10,2016-09-22-19-5
12,2016-09-22-20-0
10,2016-09-22-20-0
10,2016-09-22-20-0
8,2016-09-22-20-0
9,2016-09-22-20-0
11,2016-09-22-20-0
9,2016-09-22-20-0
9,2016-09-22-20-0
10,2016-09-22-20-0
10,2016-09-22-20-0
9,2016-09-22-20-1
8,2016-09-22-20-1
9,2016-09-22-20-1
10,2016-09-22-20-1
11,2016-09-22-20-1
14,2016-09-22-20-1
14,2016-09-22-20-1
13,2016-09-22-20-1
11,2016-09-22-20-1
10,2016-09-22-20-1
11,2016-09-22-20-2
12,2016-09-22-20-2
10,2016-09-22-20-2
9,2016-09-22-20-2
10,2016-09-22-20-2
11,2016-09-22-20-2
12,2016-09-22-20-2
14,2016-09-22-20-2
15,2016-09-22-20-2
13,2016-09-22-20-2
15,2016-09-22-20-3
14,2016-09-22-20-3
14,2016-09-22-20-3
15,2016-09-22-20-3
15,2016-09-22-20-3
16,2016-09-22-20-3
17,2016-09-22-20-3
15,2016-09-22-20-3
16,2016-09-22-20-3
14,2016-09-22-20-3
13,2016-09-22-20-4
15,2016-09-22-20-4
14,2016-09-22-20-4
14,2016-09-22-20-4
15,2016-09-22-20-4
14,2016-09-22-20-4
11,2016-09-22-20-4
10,2016-09-22-20-4
10,2016-09-22-20-4
7,2016-09-22-20-4
8,2016-09-22-20-5
8,2016-09-22-20-5
9,2016-09-22-20-5
9,2016-09-22-20-5
10,2016-09-22-20-5
12,2016-09-22-20-5
12,2016-09-22-20-5
12,2016-09-22-20-5
15,2016-09-22-20-5
15,2016-09-22-20-5
13,2016-09-22-21-0
13,2016-09-22-21-0
13,2016-09-22-21-0
11,2016-09-22-21-0
10,2016-09-22-21-0
7,2016-09-22-21-0
9,2016-09-22-21-0
8,2016-09-22-21-0
7,2016-09-22-21-0
6,2016-09-22-21-0
8,2016-09-22-21-1
9,2016-09-22-21-1
8,2016-09-22-21-1
8,2016-09-22-21-1
8,2016-09-22-21-1
9,2016-09-22-21-1
9,2016-09-22-21-1
10,2016-09-22-21-1
8,2016-09-22-21-1
7,2016-09-22-21-1
7,2016-09-22-21-2
7,2016-09-22-21-2
6,2016-09-22-21-2
9,2016-09-22-21-2
10,2016-09-22-21-2
10,2016-09-22-21-2
11,2016-09-22-21-2
11,2016-09-22-21-2
9,2016-09-22-21-2
9,2016-09-22-21-2
9,2016-09-22-21-3
10,2016-09-22-21-3
9,2016-09-22-21-3
10,2016-09-22-21-3
10,2016-09-22-21-3
9,2016-09-22-21-3
9,2016-09-22-21-3
9,2016-09-22-21-3
10,2016-09-22-21-3
8,2016-09-22-21-3
9,2016-09-22-21-4
11,2016-09-22-21-4
11,2016-09-22-21-4
12,2016-09-22-21-4
12,2016-09-22-21-4
11,2016-09-22-21-4
12,2016-09-22-21-4
12,2016-09-22-21-4
11,2016-09-22-21-4
9,2016-09-22-21-4
11,2016-09-22-21-5
11,2016-09-22-21-5
11,2016-09-22-21-5
11,2016-09-22-21-5
10,2016-09-22-21-5
13,2016-09-22-21-5
14,2016-09-22-21-5
14,2016-09-22-21-5
15,2016-09-22-21-5
16,2016-09-22-21-5
15,2016-09-22-22-0
18,2016-09-22-22-0
17,2016-09-22-22-0
16,2016-09-22-22-0
16,2016-09-22-22-0
18,2016-09-22-22-0
20,2016-09-22-22-0
20,2016-09-22-22-0
19,2016-09-22-22-0
19,2016-09-22-22-0
17,2016-09-22-22-1
17,2016-09-22-22-1
19,2016-09-22-22-1
18,2016-09-22-22-1
19,2016-09-22-22-1
16,2016-09-22-22-1
19,2016-09-22-22-1
17,2016-09-22-22-1
12,2016-09-22-22-1
13,2016-09-22-22-1
15,2016-09-22-22-2
11,2016-09-22-22-2
12,2016-09-22-22-2
11,2016-09-22-22-2
11,2016-09-22-22-2
11,2016-09-22-22-2
10,2016-09-22-22-2
11,2016-09-22-22-2
12,2016-09-22-22-2
14,2016-09-22-22-2
13,2016-09-22-22-3
10,2016-09-22-22-3
12,2016-09-22-22-3
12,2016-09-22-22-3
9,2016-09-22-22-3
6,2016-09-22-22-3
7,2016-09-22-22-3
14,2016-09-22-22-3
9,2016-09-22-22-3
9,2016-09-22-22-3
11,2016-09-22-22-4
6,2016-09-22-22-4
7,2016-09-22-22-4
7,2016-09-22-22-4
5,2016-09-22-22-4
5,2016-09-22-22-4
4,2016-09-22-22-4
4,2016-09-22-22-4
4,2016-09-22-22-4
4,2016-09-22-22-4
7,2016-09-22-22-5
8,2016-09-22-22-5
7,2016-09-22-22-5
7,2016-09-22-22-5
6,2016-09-22-22-5
7,2016-09-22-22-5
8,2016-09-22-22-5
8,2016-09-22-22-5
8,2016-09-22-22-5
10,2016-09-22-22-5
8,2016-09-22-23-0
7,2016-09-22-23-0
7,2016-09-22-23-0
7,2016-09-22-23-0
7,2016-09-22-23-0
8,2016-09-22-23-0
6,2016-09-22-23-0
8,2016-09-22-23-0
6,2016-09-22-23-0
7,2016-09-22-23-0
6,2016-09-22-23-1
8,2016-09-22-23-1
8,2016-09-22-23-1
8,2016-09-22-23-1
8,2016-09-22-23-1
8,2016-09-22-23-1
9,2016-09-22-23-1
9,2016-09-22-23-1
8,2016-09-22-23-1
9,2016-09-22-23-1
8,2016-09-22-23-2
6,2016-09-22-23-2
6,2016-09-22-23-2
6,2016-09-22-23-2
6,2016-09-22-23-2
6,2016-09-22-23-2
4,2016-09-22-23-2
4,2016-09-22-23-2
5,2016-09-22-23-2
6,2016-09-22-23-2
7,2016-09-22-23-3
7,2016-09-22-23-3
7,2016-09-22-23-3
7,2016-09-22-23-3
6,2016-09-22-23-3
7,2016-09-22-23-3
5,2016-09-22-23-3
6,2016-09-22-23-3
6,2016-09-22-23-3
6,2016-09-22-23-3
8,2016-09-22-23-4
8,2016-09-22-23-4
7,2016-09-22-23-4
7,2016-09-22-23-4
7,2016-09-22-23-4
7,2016-09-22-23-4
8,2016-09-22-23-4
8,2016-09-22-23-4
8,2016-09-22-23-4
9,2016-09-22-23-4
9,2016-09-22-23-5
8,2016-09-22-23-5
7,2016-09-22-23-5
7,2016-09-22-23-5
7,2016-09-22-23-5
8,2016-09-22-23-5
9,2016-09-22-23-5
9,2016-09-22-23-5
9,2016-09-22-23-5
9,2016-09-22-23-5
9,2016-09-23-00-0
12,2016-09-23-00-0
10,2016-09-23-00-0
11,2016-09-23-00-0
12,2016-09-23-00-0
12,2016-09-23-00-0
10,2016-09-23-00-0
8,2016-09-23-00-0
9,2016-09-23-00-0
8,2016-09-23-00-0
8,2016-09-23-00-1
8,2016-09-23-00-1
8,2016-09-23-00-1
7,2016-09-23-00-1
7,2016-09-23-00-1
8,2016-09-23-00-1
7,2016-09-23-00-1
8,2016-09-23-00-1
7,2016-09-23-00-1
8,2016-09-23-00-1
8,2016-09-23-00-2
8,2016-09-23-00-2
8,2016-09-23-00-2
9,2016-09-23-00-2
8,2016-09-23-00-2
9,2016-09-23-00-2
7,2016-09-23-00-2
7,2016-09-23-00-2
7,2016-09-23-00-2
8,2016-09-23-00-2
6,2016-09-23-00-3
6,2016-09-23-00-3
6,2016-09-23-00-3
6,2016-09-23-00-3
7,2016-09-23-00-3
7,2016-09-23-00-3
8,2016-09-23-00-3
8,2016-09-23-00-3
8,2016-09-23-00-3
8,2016-09-23-00-3
7,2016-09-23-00-4
7,2016-09-23-00-4
8,2016-09-23-00-4
7,2016-09-23-00-4
6,2016-09-23-00-4
7,2016-09-23-00-4
8,2016-09-23-00-4
8,2016-09-23-00-4
7,2016-09-23-00-4
7,2016-09-23-00-4
7,2016-09-23-00-5
7,2016-09-23-00-5
7,2016-09-23-00-5
8,2016-09-23-00-5
8,2016-09-23-00-5
9,2016-09-23-00-5
8,2016-09-23-00-5
8,2016-09-23-00-5
8,2016-09-23-00-5
8,2016-09-23-00-5
8,2016-09-23-01-0
9,2016-09-23-01-0
9,2016-09-23-01-0
10,2016-09-23-01-0
8,2016-09-23-01-0
8,2016-09-23-01-0
8,2016-09-23-01-0
8,2016-09-23-01-0
8,2016-09-23-01-0
10,2016-09-23-01-0
10,2016-09-23-01-1
14,2016-09-23-01-1
14,2016-09-23-01-1
14,2016-09-23-01-1
14,2016-09-23-01-1
14,2016-09-23-01-1
10,2016-09-23-01-1
10,2016-09-23-01-1
9,2016-09-23-01-1
9,2016-09-23-01-1
9,2016-09-23-01-2
8,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-2
8,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-2
7,2016-09-23-01-3
7,2016-09-23-01-3
7,2016-09-23-01-3
7,2016-09-23-01-3
7,2016-09-23-01-3
7,2016-09-23-01-3
6,2016-09-23-01-3
6,2016-09-23-01-3
7,2016-09-23-01-3
6,2016-09-23-01-3
7,2016-09-23-01-4
7,2016-09-23-01-4
7,2016-09-23-01-4
9,2016-09-23-01-4
8,2016-09-23-01-4
7,2016-09-23-01-4
6,2016-09-23-01-4
6,2016-09-23-01-4
7,2016-09-23-01-4
10,2016-09-23-01-4
9,2016-09-23-01-5
10,2016-09-23-01-5
9,2016-09-23-01-5
10,2016-09-23-01-5
12,2016-09-23-01-5
11,2016-09-23-01-5
11,2016-09-23-01-5
10,2016-09-23-01-5
12,2016-09-23-01-5
11,2016-09-23-01-5
10,2016-09-23-02-0
10,2016-09-23-02-0
10,2016-09-23-02-0
7,2016-09-23-02-0
7,2016-09-23-02-0
7,2016-09-23-02-0
7,2016-09-23-02-0
8,2016-09-23-02-0
8,2016-09-23-02-0
8,2016-09-23-02-0
8,2016-09-23-02-1
7,2016-09-23-02-1
7,2016-09-23-02-1
7,2016-09-23-02-1
7,2016-09-23-02-1
9,2016-09-23-02-1
7,2016-09-23-02-1
9,2016-09-23-02-1
7,2016-09-23-02-1
7,2016-09-23-02-1
8,2016-09-23-02-2
7,2016-09-23-02-2
7,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-2
6,2016-09-23-02-3
6,2016-09-23-02-3
7,2016-09-23-02-3
6,2016-09-23-02-3
6,2016-09-23-02-3
6,2016-09-23-02-3
6,2016-09-23-02-3
9,2016-09-23-02-3
9,2016-09-23-02-3
9,2016-09-23-02-3
12,2016-09-23-02-4
8,2016-09-23-02-4
8,2016-09-23-02-4
8,2016-09-23-02-4
11,2016-09-23-02-4
13,2016-09-23-02-4
13,2016-09-23-02-4
8,2016-09-23-02-4
8,2016-09-23-02-4
7,2016-09-23-02-4
7,2016-09-23-02-5
7,2016-09-23-02-5
6,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-02-5
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-0
5,2016-09-23-03-1
6,2016-09-23-03-1
5,2016-09-23-03-1
5,2016-09-23-03-1
5,2016-09-23-03-1
6,2016-09-23-03-1
5,2016-09-23-03-1
6,2016-09-23-03-1
6,2016-09-23-03-1
7,2016-09-23-03-1
6,2016-09-23-03-2
6,2016-09-23-03-2
6,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-2
5,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-3
6,2016-09-23-03-3
6,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-3
7,2016-09-23-03-4
7,2016-09-23-03-4
7,2016-09-23-03-4
8,2016-09-23-03-4
7,2016-09-23-03-4
7,2016-09-23-03-4
7,2016-09-23-03-4
8,2016-09-23-03-4
7,2016-09-23-03-4
7,2016-09-23-03-4
7,2016-09-23-03-5
8,2016-09-23-03-5
11,2016-09-23-03-5
10,2016-09-23-03-5
11,2016-09-23-03-5
11,2016-09-23-03-5
10,2016-09-23-03-5
10,2016-09-23-03-5
8,2016-09-23-03-5
8,2016-09-23-03-5
8,2016-09-23-04-0
8,2016-09-23-04-0
7,2016-09-23-04-0
7,2016-09-23-04-0
7,2016-09-23-04-0
6,2016-09-23-04-0
6,2016-09-23-04-0
5,2016-09-23-04-0
5,2016-09-23-04-0
5,2016-09-23-04-0
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-1
5,2016-09-23-04-2
6,2016-09-23-04-2
6,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-2
5,2016-09-23-04-3
5,2016-09-23-04-3
5,2016-09-23-04-3
5,2016-09-23-04-3
5,2016-09-23-04-3
6,2016-09-23-04-3
5,2016-09-23-04-3
5,2016-09-23-04-3
5,2016-09-23-04-3
6,2016-09-23-04-3
6,2016-09-23-04-4
6,2016-09-23-04-4
6,2016-09-23-04-4
6,2016-09-23-04-4
7,2016-09-23-04-4
6,2016-09-23-04-4
7,2016-09-23-04-4
7,2016-09-23-04-4
6,2016-09-23-04-4
6,2016-09-23-04-4
6,2016-09-23-04-5
6,2016-09-23-04-5
7,2016-09-23-04-5
7,2016-09-23-04-5
7,2016-09-23-04-5
7,2016-09-23-04-5
7,2016-09-23-04-5
6,2016-09-23-04-5
6,2016-09-23-04-5
7,2016-09-23-04-5
6,2016-09-23-05-0
6,2016-09-23-05-0
7,2016-09-23-05-0
6,2016-09-23-05-0
7,2016-09-23-05-0
6,2016-09-23-05-0
5,2016-09-23-05-0
5,2016-09-23-05-0
6,2016-09-23-05-0
6,2016-09-23-05-0
5,2016-09-23-05-1
5,2016-09-23-05-1
4,2016-09-23-05-1
4,2016-09-23-05-1
5,2016-09-23-05-1
4,2016-09-23-05-1
4,2016-09-23-05-1
4,2016-09-23-05-1
5,2016-09-23-05-1
4,2016-09-23-05-1
5,2016-09-23-05-2
5,2016-09-23-05-2
6,2016-09-23-05-2
4,2016-09-23-05-2
4,2016-09-23-05-2
5,2016-09-23-05-2
5,2016-09-23-05-2
5,2016-09-23-05-2
5,2016-09-23-05-2
5,2016-09-23-05-2
5,2016-09-23-05-3
5,2016-09-23-05-3
6,2016-09-23-05-3
7,2016-09-23-05-3
8,2016-09-23-05-3
7,2016-09-23-05-3
9,2016-09-23-05-3
7,2016-09-23-05-3
8,2016-09-23-05-3
6,2016-09-23-05-3
7,2016-09-23-05-4
5,2016-09-23-05-4
5,2016-09-23-05-4
5,2016-09-23-05-4
6,2016-09-23-05-4
6,2016-09-23-05-4
6,2016-09-23-05-4
7,2016-09-23-05-4
7,2016-09-23-05-4
7,2016-09-23-05-4
7,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
6,2016-09-23-05-5
5,2016-09-23-05-5
5,2016-09-23-06-0
5,2016-09-23-06-0
6,2016-09-23-06-0
6,2016-09-23-06-0
7,2016-09-23-06-0
8,2016-09-23-06-0
9,2016-09-23-06-0
8,2016-09-23-06-0
7,2016-09-23-06-0
7,2016-09-23-06-0
8,2016-09-23-06-1
6,2016-09-23-06-1
6,2016-09-23-06-1
8,2016-09-23-06-1
9,2016-09-23-06-1
7,2016-09-23-06-1
6,2016-09-23-06-1
6,2016-09-23-06-1
5,2016-09-23-06-1
5,2016-09-23-06-1
5,2016-09-23-06-2
6,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
5,2016-09-23-06-2
6,2016-09-23-06-2
7,2016-09-23-06-3
7,2016-09-23-06-3
7,2016-09-23-06-3
6,2016-09-23-06-3
5,2016-09-23-06-3
6,2016-09-23-06-3
6,2016-09-23-06-3
5,2016-09-23-06-3
7,2016-09-23-06-3
6,2016-09-23-06-3
6,2016-09-23-06-4
5,2016-09-23-06-4
7,2016-09-23-06-4
6,2016-09-23-06-4
8,2016-09-23-06-4
8,2016-09-23-06-4
7,2016-09-23-06-4
6,2016-09-23-06-4
4,2016-09-23-06-4
4,2016-09-23-06-4
5,2016-09-23-06-5
4,2016-09-23-06-5
4,2016-09-23-06-5
4,2016-09-23-06-5
5,2016-09-23-06-5
6,2016-09-23-06-5
6,2016-09-23-06-5
6,2016-09-23-06-5
5,2016-09-23-06-5
5,2016-09-23-06-5
4,2016-09-23-07-0
8,2016-09-23-07-0
9,2016-09-23-07-0
8,2016-09-23-07-0
7,2016-09-23-07-0
8,2016-09-23-07-0
5,2016-09-23-07-0
6,2016-09-23-07-0
6,2016-09-23-07-0
6,2016-09-23-07-0
8,2016-09-23-07-1
7,2016-09-23-07-1
9,2016-09-23-07-1
9,2016-09-23-07-1
6,2016-09-23-07-1
7,2016-09-23-07-1
8,2016-09-23-07-1
8,2016-09-23-07-1
9,2016-09-23-07-1
9,2016-09-23-07-1
6,2016-09-23-07-2
4,2016-09-23-07-2
5,2016-09-23-07-2
4,2016-09-23-07-2
4,2016-09-23-07-2
6,2016-09-23-07-2
5,2016-09-23-07-2
5,2016-09-23-07-2
8,2016-09-23-07-2
7,2016-09-23-07-2
10,2016-09-23-07-3
7,2016-09-23-07-3
7,2016-09-23-07-3
8,2016-09-23-07-3
5,2016-09-23-07-3
6,2016-09-23-07-3
5,2016-09-23-07-3
5,2016-09-23-07-3
4,2016-09-23-07-3
6,2016-09-23-07-3
5,2016-09-23-07-4
5,2016-09-23-07-4
3,2016-09-23-07-4
3,2016-09-23-07-4
4,2016-09-23-07-4
5,2016-09-23-07-4
4,2016-09-23-07-4
6,2016-09-23-07-4
8,2016-09-23-07-4
6,2016-09-23-07-4
9,2016-09-23-07-5
6,2016-09-23-07-5
7,2016-09-23-07-5
8,2016-09-23-07-5
7,2016-09-23-07-5
6,2016-09-23-07-5
7,2016-09-23-07-5
8,2016-09-23-07-5
8,2016-09-23-07-5
6,2016-09-23-07-5
7,2016-09-23-08-0
8,2016-09-23-08-0
8,2016-09-23-08-0
9,2016-09-23-08-0
7,2016-09-23-08-0
10,2016-09-23-08-0
11,2016-09-23-08-0
9,2016-09-23-08-0
11,2016-09-23-08-0
11,2016-09-23-08-0
12,2016-09-23-08-1
12,2016-09-23-08-1
13,2016-09-23-08-1
14,2016-09-23-08-1
15,2016-09-23-08-1
11,2016-09-23-08-1
12,2016-09-23-08-1
11,2016-09-23-08-1
11,2016-09-23-08-1
16,2016-09-23-08-1
13,2016-09-23-08-2
14,2016-09-23-08-2
12,2016-09-23-08-2
15,2016-09-23-08-2
18,2016-09-23-08-2
20,2016-09-23-08-2
20,2016-09-23-08-2
22,2016-09-23-08-2
25,2016-09-23-08-2
30,2016-09-23-08-2
30,2016-09-23-08-3
28,2016-09-23-08-3
30,2016-09-23-08-3
32,2016-09-23-08-3
31,2016-09-23-08-3
28,2016-09-23-08-3
30,2016-09-23-08-3
26,2016-09-23-08-3
29,2016-09-23-08-3
28,2016-09-23-08-3
29,2016-09-23-08-4
29,2016-09-23-08-4
30,2016-09-23-08-4
29,2016-09-23-08-4
28,2016-09-23-08-4
28,2016-09-23-08-4
29,2016-09-23-08-4
30,2016-09-23-08-4
25,2016-09-23-08-4
25,2016-09-23-08-4
24,2016-09-23-08-5
25,2016-09-23-08-5
22,2016-09-23-08-5
26,2016-09-23-08-5
29,2016-09-23-08-5
27,2016-09-23-08-5
25,2016-09-23-08-5
24,2016-09-23-08-5
24,2016-09-23-08-5
26,2016-09-23-08-5
27,2016-09-23-09-0
30,2016-09-23-09-0
30,2016-09-23-09-0
29,2016-09-23-09-0
33,2016-09-23-09-0
30,2016-09-23-09-0
27,2016-09-23-09-0
27,2016-09-23-09-0
30,2016-09-23-09-0
30,2016-09-23-09-0
30,2016-09-23-09-1
28,2016-09-23-09-1
30,2016-09-23-09-1
31,2016-09-23-09-1
29,2016-09-23-09-1
27,2016-09-23-09-1
26,2016-09-23-09-1
25,2016-09-23-09-1
23,2016-09-23-09-1
24,2016-09-23-09-1
25,2016-09-23-09-2
